user_id,feature_used,usage_timestamp,usage_date
user_259,True,2023-04-11,2023-04-11
user_342,True,2023-07-05,2023-07-05
user_838,True,2023-05-12,2023-05-12
user_130,True,2023-04-21,2023-04-21
user_727,True,2023-05-12,2023-05-12
user_172,True,2023-01-20,2023-01-20
user_770,True,2023-01-24,2023-01-24
user_614,True,2023-08-15,2023-08-15
user_209,True,2023-06-03,2023-06-03
user_803,True,2023-10-20,2023-10-20
user_354,True,2023-08-18,2023-08-18
user_471,True,2023-11-06,2023-11-06
user_798,True,2023-12-25,2023-12-25
user_116,True,2023-07-21,2023-07-21
user_264,True,2023-02-07,2023-02-07
user_662,True,2023-09-17,2023-09-17
user_812,True,2023-07-07,2023-07-07
user_442,True,2023-02-26,2023-02-26
user_548,True,2023-01-20,2023-01-20
user_453,True,2023-09-30,2023-09-30
user_845,True,2023-04-29,2023-04-29
user_477,True,2023-03-12,2023-03-12
user_287,True,2023-01-04,2023-01-04
user_303,True,2023-08-09,2023-08-09
user_311,True,2023-01-14,2023-01-14
user_208,True,2023-01-03,2023-01-03
user_618,True,2023-08-04,2023-08-04
user_446,True,2023-08-17,2023-08-17
user_670,True,2023-12-02,2023-12-02
user_633,True,2023-07-05,2023-07-05
user_55,True,2023-02-24,2023-02-24
user_912,True,2023-09-11,2023-09-11
user_12,True,2023-01-24,2023-01-24
user_657,True,2023-06-11,2023-06-11
user_400,True,2023-06-07,2023-06-07
user_908,True,2023-03-23,2023-03-23
user_648,True,2023-06-08,2023-06-08
user_980,True,2023-07-07,2023-07-07
user_515,True,2023-03-01,2023-03-01
user_656,True,2023-11-01,2023-11-01
user_542,True,2023-11-15,2023-11-15
user_237,True,2023-07-30,2023-07-30
user_279,True,2023-06-01,2023-06-01
user_348,True,2023-04-19,2023-04-19
user_627,True,2023-03-17,2023-03-17
user_104,True,2023-01-30,2023-01-30
user_630,True,2023-11-10,2023-11-10
user_517,True,2023-04-27,2023-04-27
user_980,True,2023-12-22,2023-12-22
user_872,True,2023-07-11,2023-07-11
user_248,True,2023-01-19,2023-01-19
user_364,True,2023-06-22,2023-06-22
user_321,True,2023-08-16,2023-08-16
user_633,True,2023-12-16,2023-12-16
user_286,True,2023-07-02,2023-07-02
user_149,True,2023-04-23,2023-04-23
user_84,True,2023-07-02,2023-07-02
user_966,True,2023-05-26,2023-05-26
user_406,True,2023-11-15,2023-11-15
user_978,True,2023-04-26,2023-04-26
user_456,True,2023-04-23,2023-04-23
user_743,True,2023-09-08,2023-09-08
user_800,True,2023-09-08,2023-09-08
user_161,True,2023-10-30,2023-10-30
user_784,True,2023-11-09,2023-11-09
user_460,True,2023-04-28,2023-04-28
user_550,True,2023-10-28,2023-10-28
user_500,True,2023-06-10,2023-06-10
user_738,True,2023-07-17,2023-07-17
user_509,True,2023-09-17,2023-09-17
user_654,True,2023-05-28,2023-05-28
user_804,True,2023-08-28,2023-08-28
user_481,True,2023-02-16,2023-02-16
user_663,True,2023-07-17,2023-07-17
user_114,True,2023-02-16,2023-02-16
user_749,True,2023-03-19,2023-03-19
user_578,True,2023-05-04,2023-05-04
user_361,True,2023-03-16,2023-03-16
user_341,True,2023-12-25,2023-12-25
user_770,True,2023-05-17,2023-05-17
user_987,True,2023-03-31,2023-03-31
user_761,True,2023-11-21,2023-11-21
user_969,True,2023-03-02,2023-03-02
user_449,True,2023-05-18,2023-05-18
user_843,True,2023-02-19,2023-02-19
user_835,True,2023-09-16,2023-09-16
user_180,True,2023-04-17,2023-04-17
user_702,True,2023-04-23,2023-04-23
user_407,True,2023-12-16,2023-12-16
user_666,True,2023-09-11,2023-09-11
user_196,True,2023-04-28,2023-04-28
user_466,True,2023-07-17,2023-07-17
user_311,True,2023-12-03,2023-12-03
user_262,True,2023-12-31,2023-12-31
user_419,True,2023-02-20,2023-02-20
user_406,True,2023-09-02,2023-09-02
user_939,True,2023-02-04,2023-02-04
user_143,True,2023-10-29,2023-10-29
user_342,True,2023-03-10,2023-03-10
user_316,True,2023-12-15,2023-12-15
user_101,True,2023-11-16,2023-11-16
user_244,True,2023-02-18,2023-02-18
user_490,True,2023-03-15,2023-03-15
user_12,True,2023-07-11,2023-07-11
user_239,True,2023-09-18,2023-09-18
user_561,True,2023-12-22,2023-12-22
user_42,True,2023-03-11,2023-03-11
user_678,True,2023-03-31,2023-03-31
user_594,True,2023-09-17,2023-09-17
user_429,True,2023-05-06,2023-05-06
user_803,True,2023-08-19,2023-08-19
user_158,True,2023-10-22,2023-10-22
user_216,True,2023-05-09,2023-05-09
user_670,True,2023-10-07,2023-10-07
user_462,True,2023-11-09,2023-11-09
user_134,True,2023-04-10,2023-04-10
user_67,True,2023-11-22,2023-11-22
user_848,True,2023-10-24,2023-10-24
user_7,True,2023-07-01,2023-07-01
user_948,True,2023-06-23,2023-06-23
user_526,True,2023-11-12,2023-11-12
user_73,True,2023-12-30,2023-12-30
user_399,True,2023-07-07,2023-07-07
user_405,True,2023-02-26,2023-02-26
user_675,True,2023-01-31,2023-01-31
user_578,True,2023-03-25,2023-03-25
user_859,True,2023-06-01,2023-06-01
user_130,True,2023-02-05,2023-02-05
user_931,True,2023-08-01,2023-08-01
user_466,True,2023-12-30,2023-12-30
user_206,True,2023-04-16,2023-04-16
user_788,True,2023-12-08,2023-12-08
user_978,True,2023-08-08,2023-08-08
user_768,True,2023-06-12,2023-06-12
user_266,True,2023-08-08,2023-08-08
user_537,True,2023-09-27,2023-09-27
user_962,True,2023-04-30,2023-04-30
user_793,True,2023-12-02,2023-12-02
user_253,True,2023-07-01,2023-07-01
user_822,True,2023-04-16,2023-04-16
user_289,True,2023-08-05,2023-08-05
user_164,True,2023-07-24,2023-07-24
user_95,True,2023-03-11,2023-03-11
user_782,True,2023-02-13,2023-02-13
user_833,True,2023-11-25,2023-11-25
user_110,True,2023-10-28,2023-10-28
user_336,True,2023-08-16,2023-08-16
user_822,True,2023-07-03,2023-07-03
user_238,True,2023-04-17,2023-04-17
user_381,True,2023-03-25,2023-03-25
user_436,True,2023-12-04,2023-12-04
user_899,True,2023-09-07,2023-09-07
user_483,True,2023-12-29,2023-12-29
user_937,True,2023-01-21,2023-01-21
user_902,True,2023-07-15,2023-07-15
user_25,True,2023-06-27,2023-06-27
user_653,True,2023-01-07,2023-01-07
user_117,True,2023-03-11,2023-03-11
user_482,True,2023-05-07,2023-05-07
user_392,True,2023-06-09,2023-06-09
user_917,True,2023-09-05,2023-09-05
user_994,True,2023-07-22,2023-07-22
user_964,True,2023-05-28,2023-05-28
user_537,True,2023-05-23,2023-05-23
user_79,True,2023-07-18,2023-07-18
user_580,True,2023-06-03,2023-06-03
user_173,True,2023-05-22,2023-05-22
user_956,True,2023-11-09,2023-11-09
user_12,True,2023-06-14,2023-06-14
user_800,True,2023-11-10,2023-11-10
user_128,True,2023-01-21,2023-01-21
user_608,True,2023-03-23,2023-03-23
user_92,True,2023-03-10,2023-03-10
user_653,True,2023-05-11,2023-05-11
user_543,True,2023-03-28,2023-03-28
user_846,True,2023-08-06,2023-08-06
user_532,True,2023-11-01,2023-11-01
user_658,True,2023-12-11,2023-12-11
user_989,True,2023-12-07,2023-12-07
user_828,True,2023-06-10,2023-06-10
user_447,True,2023-06-27,2023-06-27
user_390,True,2023-04-27,2023-04-27
user_672,True,2023-07-15,2023-07-15
user_861,True,2023-11-23,2023-11-23
user_43,True,2023-03-27,2023-03-27
user_254,True,2023-10-16,2023-10-16
user_130,True,2023-03-22,2023-03-22
user_60,True,2023-06-01,2023-06-01
user_663,True,2023-03-02,2023-03-02
user_467,True,2023-03-02,2023-03-02
user_287,True,2023-12-20,2023-12-20
user_517,True,2023-01-28,2023-01-28
user_467,True,2023-02-12,2023-02-12
user_930,True,2023-06-18,2023-06-18
user_778,True,2023-03-27,2023-03-27
user_345,True,2023-06-26,2023-06-26
user_642,True,2023-01-17,2023-01-17
user_382,True,2023-04-08,2023-04-08
user_779,True,2023-07-17,2023-07-17
user_690,True,2023-04-08,2023-04-08
user_253,True,2023-03-06,2023-03-06
user_927,True,2023-11-26,2023-11-26
user_56,True,2023-12-07,2023-12-07
user_463,True,2023-01-05,2023-01-05
user_457,True,2023-01-02,2023-01-02
user_983,True,2023-01-22,2023-01-22
user_83,True,2023-04-22,2023-04-22
user_905,True,2023-02-26,2023-02-26
user_99,True,2023-03-07,2023-03-07
user_149,True,2023-11-26,2023-11-26
user_329,True,2023-04-08,2023-04-08
user_156,True,2023-05-24,2023-05-24
user_190,True,2023-05-05,2023-05-05
user_494,True,2023-06-16,2023-06-16
user_883,True,2023-03-27,2023-03-27
user_263,True,2023-03-17,2023-03-17
user_80,True,2023-12-10,2023-12-10
user_400,True,2023-10-21,2023-10-21
user_764,True,2023-02-28,2023-02-28
user_609,True,2023-05-18,2023-05-18
user_260,True,2023-04-09,2023-04-09
user_772,True,2023-07-11,2023-07-11
user_615,True,2023-08-31,2023-08-31
user_552,True,2023-11-15,2023-11-15
user_785,True,2023-02-18,2023-02-18
user_101,True,2023-02-01,2023-02-01
user_359,True,2023-10-04,2023-10-04
user_380,True,2023-01-20,2023-01-20
user_820,True,2023-06-03,2023-06-03
user_221,True,2023-03-09,2023-03-09
user_820,True,2023-08-02,2023-08-02
user_420,True,2023-05-23,2023-05-23
user_124,True,2023-08-20,2023-08-20
user_422,True,2023-08-01,2023-08-01
user_231,True,2023-03-20,2023-03-20
user_690,True,2023-08-02,2023-08-02
user_63,True,2023-04-26,2023-04-26
user_485,True,2023-04-02,2023-04-02
user_628,True,2023-09-27,2023-09-27
user_703,True,2023-06-17,2023-06-17
user_574,True,2023-02-27,2023-02-27
user_768,True,2023-10-11,2023-10-11
user_483,True,2023-01-26,2023-01-26
user_519,True,2023-03-07,2023-03-07
user_155,True,2023-09-05,2023-09-05
user_92,True,2023-09-11,2023-09-11
user_982,True,2023-02-13,2023-02-13
user_526,True,2023-04-07,2023-04-07
user_455,True,2023-02-11,2023-02-11
user_741,True,2023-08-15,2023-08-15
user_598,True,2023-09-19,2023-09-19
user_645,True,2023-06-16,2023-06-16
user_510,True,2023-10-06,2023-10-06
user_183,True,2023-03-30,2023-03-30
user_386,True,2023-06-27,2023-06-27
user_574,True,2023-07-16,2023-07-16
user_731,True,2023-11-03,2023-11-03
user_405,True,2023-09-24,2023-09-24
user_246,True,2023-09-25,2023-09-25
user_742,True,2023-03-15,2023-03-15
user_591,True,2023-01-08,2023-01-08
user_661,True,2023-10-24,2023-10-24
user_650,True,2023-06-13,2023-06-13
user_471,True,2023-03-26,2023-03-26
user_826,True,2023-03-13,2023-03-13
user_888,True,2023-02-24,2023-02-24
user_423,True,2023-02-16,2023-02-16
user_901,True,2023-08-26,2023-08-26
user_65,True,2023-04-14,2023-04-14
user_13,True,2023-07-29,2023-07-29
user_213,True,2023-02-11,2023-02-11
user_986,True,2023-11-12,2023-11-12
user_242,True,2023-09-25,2023-09-25
user_493,True,2023-09-20,2023-09-20
user_213,True,2023-12-02,2023-12-02
user_693,True,2023-12-31,2023-12-31
user_338,True,2023-09-16,2023-09-16
user_997,True,2023-10-10,2023-10-10
user_173,True,2023-04-24,2023-04-24
user_672,True,2023-12-29,2023-12-29
user_164,True,2023-02-09,2023-02-09
user_465,True,2023-08-08,2023-08-08
user_995,True,2023-05-09,2023-05-09
user_497,True,2023-01-08,2023-01-08
user_700,True,2023-04-11,2023-04-11
user_395,True,2023-06-25,2023-06-25
user_703,True,2023-04-17,2023-04-17
user_917,True,2023-04-11,2023-04-11
user_308,True,2023-09-17,2023-09-17
user_768,True,2023-09-03,2023-09-03
user_183,True,2023-10-02,2023-10-02
user_629,True,2023-02-01,2023-02-01
user_794,True,2023-05-17,2023-05-17
user_510,True,2023-01-12,2023-01-12
user_708,True,2023-10-29,2023-10-29
user_546,True,2023-01-16,2023-01-16
user_564,True,2023-05-09,2023-05-09
user_624,True,2023-03-04,2023-03-04
user_764,True,2023-04-19,2023-04-19
user_594,True,2023-01-21,2023-01-21
user_744,True,2023-06-07,2023-06-07
user_227,True,2023-09-26,2023-09-26
user_745,True,2023-06-11,2023-06-11
user_733,True,2023-09-17,2023-09-17
